Step,Molecular_DeepEnsemble_Fluorescence_Oscillator_Strength_vbll_20250511_205913 - best_value,Molecular_Laplace_BO_Fluorescence_Oscillator_Strength_20250511_180255 - best_value,BLOB_EnsembleMolecular_BLOB_Fluorescence_Oscillator_Strength_20250510_150000 - best_value,Molecular_VBLL_Fluorescence_Oscillator_Strength_dense_precision_multirank_20250510_144157 - best_value,Molecular_BLOB_Fluorescence_Oscillator_Strength_dense_precision_multirank_20250509_161822 - best_value,Molecular_Laplace_BO_Fluorescence_Oscillator_Strength_20250510_150511 - best_value,Molecular_Laplace_BO_Fluorescence_Oscillator_Strength_20250509_153216 - best_value,Molecular_BLOB_Fluorescence_Oscillator_Strength_dense_precision_multirank_20250508_191313 - best_value,ibnn-Fluorescence_Oscillator_Strength - best_value,dkl-Fluorescence_Oscillator_Strength - best_value,gp-Fluorescence_Oscillator_Strength - best_value,Molecular_DeepEnsemble_Fluorescence_Oscillator_Strength_vbll_20250513_083430 - best_value,ibnn-Fluorescence_Oscillator_Strength - best_value,dkl-Fluorescence_Oscillator_Strength - best_value,gp-Fluorescence_Oscillator_Strength - best_value,ibnn-Fluorescence_Oscillator_Strength - best_value,dkl-Fluorescence_Oscillator_Strength - best_value,gp-Fluorescence_Oscillator_Strength - best_value,Fluorescence_Oscillator_Strength_mlp_20250513_164104 - best_value,Fluorescence_Oscillator_Strength_mlp_20250513_163615 - best_value,Molecular_VBLL_Fluorescence_Oscillator_Strength_dense_precision_multirank_20250512_234400 - best_value
,,,,,,,,,,,,,-3.309094763,-3.136588344,-3.458286537,-3.309094763,-3.136588344,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.136588344,-3.458286537,-3.309094763,-3.136588344,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.136588344,-3.458286537,-3.309094763,-3.136588344,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.136588344,-3.458286537,-3.309094763,-3.136588344,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.136588344,-3.458286537,-3.309094763,-3.136588344,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.136588344,-3.458286537,-3.309094763,-3.136588344,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.136588344,-3.458286537,-3.309094763,-3.136588344,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.136588344,-3.458286537,-3.309094763,-3.136588344,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.136588344,-3.458286537,-3.309094763,-3.136588344,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.136588344,-3.458286537,-3.309094763,-3.136588344,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.136588344,-3.458286537,-3.309094763,-3.136588344,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
,,,,,,,,,,,,,-3.309094763,-3.2386894,-3.458286537,-3.309094763,-3.2386894,-3.458286537,,,-4.017986295
